101 101 5 
102 102 90 
103 103 114 
104 104 113 
105 105 114 
106 106 95 
107 107 79 
108 108 38 
109 109 65 
110 110 46 
111 111 106 
112 112 71 
113 113 56 
114 114 15 
115 115 47 
116 116 45 
117 117 56 
118 118 46 
119 119 37 
120 120 40 
121 121 71 
122 122 63 
123 123 40 
124 124 99 
125 125 98 
126 126 94 
127 127 98 
128 128 165 
129 129 167 
130 130 73 
131 131 144 
132 132 84 
133 133 133 
134 134 131 
135 135 160 
136 136 96 
137 137 101 
138 138 95 
139 139 59 
140 140 46 
141 141 47 
142 142 74 
143 143 36 
144 144 1 
145 145 83 
146 146 33 
147 147 37 
148 148 26 
149 149 41 
150 150 102 
151 151 60 
152 152 65 
153 153 79 
154 154 87 
155 155 82 
156 156 113 
157 157 132 
158 158 122 
159 159 104 
160 160 106 
161 161 122 
162 162 135 
163 163 133 
164 164 135 
165 165 134 
166 166 122 
167 167 101 
168 168 103 
169 169 78 
170 170 78 
171 171 70 
172 172 56 
173 173 26 
174 174 36 
175 175 47 
176 176 18 
177 177 30 
178 178 29 
179 179 4 
180 180 14 
181 181 15 
182 182 28 
183 183 50 
184 184 72 
185 185 72 
186 186 98 
187 187 106 
188 188 116 
189 189 119 
190 190 136 
191 191 127 
192 192 126 
193 193 159 
194 194 142 
195 195 137 
196 196 128 
197 197 120 
198 198 107 
199 199 94 
200 200 86 
201 201 64 
